keyword,betweenness_co,betweenness_vote_count,betweenness_vote_average,betweenness_revenue
duel,28.255357142857143,6.533333333333333,1415.7499999999998,10.633333333333333
beautiful woman,28.083333333333332,6.5,172.5,9.5
disappearance,28.033333333333328,20.5,2630.6333333333328,3.833333333333334
newspaper,28.0,4.0,3384.916666666666,4.0
photograph,27.999999999999996,57.0,2310.3333333333335,30.0
son,27.950000000000006,10.0,1264.5,3.0
repressed memory,27.916666666666668,4.0,177.0,8.0
drugged,27.833333333333336,58.0,769.0,16.0
clinical,27.833333333333332,39.0,3333.7678571428564,5.0
trailer,27.783333333333335,0.0,773.0,0.0
enraged,27.681349206349203,16.538095238095234,372.38517049517696,34.161904761904765
based on real person,27.637301587301593,4.333333333333333,3778.0714285714266,7.383333333333333
political thriller,27.6,14.5,1506.3833333333334,26.5
suburbia,27.474999999999998,28.5,361.66666666666663,1.3333333333333333
found family,27.333333333333336,28.5,5652.749999999997,16.0
death match,27.283333333333335,13689.999999999998,348.91666666666674,18.333333333333332
man woman relationship,27.116666666666667,1.0,186.0,2.5
chimpanzee,27.08734407327861,7.886992213153204,203.15174154038115,6.886992213153204
one against many,27.03333333333333,10.0,197.03333333333333,16.0
narcissism,26.98333333333333,82.0,1096.0333333333333,18.0
disfigurement,26.86666666666667,11.333333333333332,362.8333333333333,14.166666666666666
hanging,26.866666666666667,34.0,2375.0,18.0
kiss,26.833333333333336,14.0,493.0,25.5
work,26.783333333333335,141.0,3966.0,36.0
domineering,26.750000000000004,16.5,749.0,9.0
superficiality,26.75,18.0,68.0,29.0
eccentric family,26.75,15.0,33.5,27.0
surveillance camera,26.65,11179.5,3297.833333333333,38.0
female bully,26.625,8.0,33.80059523809524,12.125
punishment,26.583333333333332,0.0,366.0,9.0
ocean,26.583333333333332,14.0,638.0,21.0
invisibility,26.58181818181818,362.31818181818187,846.2146028520173,31.344155844155846
support group,26.366666666666667,16.0,190.0,0.0
special forces,26.333333333333332,23.0,2701.8666666666672,8.5
rome,26.283333333333335,86.0,4655.995833333333,28.75
air travel,26.166666666666668,6.0,190.0,23.0
middle east,26.166666666666664,26510.666666666668,694.9999999999986,25.0
shark attack,26.10198412698413,9.0,150.5666666666667,15.166666666666666
sadistic,26.01785714285714,0.3333333333333333,279.5190476190476,8.476190476190476
sacramento,26.0,38.0,71.0,18.0
bride,25.983333333333334,31.666666666666668,208.83333333333331,20.666666666666664
terrorist group,25.98333333333333,22.0,594.8333333333333,40.0
redemption,25.866666666666667,18.0,788.3333333333333,15.666666666666668
wuxia,25.816666666666666,5599.10238095238,1100.0547619047618,11.066666666666666
impersonation,25.76666666666667,14.0,47.333333333333336,26.666666666666668
gunslinger,25.633333333333333,8.0,171.83333333333331,13.5
chernobyl,25.60311355311356,0.0,14.5,5.0
vision,25.583333333333336,68.16666666666666,736.5,5.833333333333332
group sex,25.583333333333332,5554.0,250.0,10.5
computer hacker,25.366666666666667,39.33333333333334,473.8611111111111,3519.5
aspiring actor,25.200000000000003,197.99999999999997,521.0,22.0
kenya,25.166666666666668,5.0,232.5,29.0
auction,25.142857142857142,44.0,272.0,30.0
crime boss,25.099999999999998,91.23333333333333,3869.5904761904794,9.433333333333334
bodyguard,25.083333333333336,37.0,442.5,32.0
father murder,25.0,15.0,304.0,22.0
autograph,24.916666666666668,0.0,116.0,11.0
shopping,24.916666666666664,13.0,189.0,27.0
motorcycle gang,24.87619047619048,14.0,193.5,24.0
bombing,24.866666666666667,10.0,575.1666666666666,8.0
bully,24.842857142857145,34.53333333333333,1444.0166666666667,16.166666666666664
animation,24.75,5.0,2175.5,6.5
time warp,24.749999999999996,265.0,2314.0,15.0
illegitimate child,24.666666666666668,5.5,449.83333333333326,16.5
lovesickness,24.666666666666664,30.0,1331.4857142857147,10.0
claymation,24.654761904761905,2.5,416.9761904761904,0.5714285714285714
henchmen,24.500000000000004,11.0,213.0,30.0
seduction,24.35952380952381,43.5,306.51666666666665,14.033333333333333
killing spree,24.32261904761905,8.25,565.0373015873014,6.833333333333333
helping children,24.316666666666663,34.5,442.0,28.0
dance,24.28333333333333,24.333333333333332,1224.916666666667,16.25
mongolia,24.250000000000018,0.0,28.0,2.0
bittersweet,24.25,12.0,1293.0,0.0
northern england,24.238095238095237,12.0,284.4761904761905,33.57142857142857
taxi,24.166666666666664,45.5,1991.5238095238108,12.666666666666668
twist,24.15,36.0,2469.0,23.0
sport competition,24.12424242424243,27.0,967.1285714285716,38.099999999999994
tornado,24.0,20.0,81.0,32.0
family history,24.0,24.0,248.5,30.0
political activism,23.999999999999996,5554.0,1936.1666666666665,3.0
docudrama,23.950000000000003,0.0,859.0,7.0
time machine,23.95,4.666666666666666,2436.8333333333326,0.0
shopping mall,23.95,4.0,118.33333333333334,20.833333333333332
medicine,23.916666666666668,7.0,324.5,4.0
professional thief,23.916666666666668,37.33333333333333,19.694444444444446,34.5
missing child,23.89285714285714,96.0,701.0,32.0
combat,23.866666666666664,127.16666666666669,8001.17422577423,21.0
bachelor,23.833333333333332,24.0,1797.0,19.0
origin story,23.833333333333332,45.5,5138.666666666664,19.0
american dream,23.80952380952381,43.66666666666666,1665.4404761904814,18.166666666666664
cia agent,23.758333333333333,9.666666666666668,226.0,11.5
small person,23.75,3.0,202.0,5.0
asian american,23.676190476190474,41.75,1418.738095238095,23.5
blood,23.666666666666664,5.0,849.0,4.5
denmark,23.666666666666664,28.5,838.25,26.0
heroin,23.633333333333333,30.500000000000014,1044.3357142857135,3.9999999999999996
rock star,23.616666666666667,2.0,245.91666666666666,14.5
beheading,23.616666666666667,0.0,184.5,4.5
teleportation,23.5222582972583,62.99999999999999,163.01666666666665,14.0
smoking,23.5,2.0,428.0,6.0
post war japan,23.5,0.0,460.0,7.0
fraternity,23.5,38.0,803.5,10.0
magazine,23.416666666666668,35.0,108.0,14.0
ex-cia agent,23.416666666666668,7.999999999999998,822.5000000000001,4.0
unhappy marriage,23.416666666666664,48.5,332.0,35.0
accidental death,23.333333333333332,8.25,240.75,2.5
community,23.333333333333332,1.0,83.0,3.0
archeology,23.291666666666668,14.55,112.26666666666667,37.8
chinese woman,23.25,7.0,402.83333333333337,7.666666666666667
sacrifice,23.166666666666664,1647.3333333333335,5440.466666666667,10.0
isolated farmhouse,23.166666666666664,2.0,104.95238095238096,16.0
suitcase,23.0,573.0,1205.0,24.0
holocaust (shoah),23.0,0.0,2307.265476190476,8.0
little boy,23.0,8.0,1060.0,12.0
arrogant,22.926190476190474,27.400000000000002,2394.6499065331327,13.0
decapitation,22.833333333333336,2.5,218.5,6.0
gymnasium,22.833333333333332,10.0,75.0,10.0
cryonics,22.737301587301587,543.8333333333335,2529.3492424242404,11.666666666666666
stalker,22.71666666666667,4.0,125.33333333333333,7.666666666666666
vikings (norsemen),22.691666666666666,42.2,1442.2758447539948,22.2
art gallery,22.666666666666668,39.0,397.0,23.0
mecha,22.666666666666668,1.5,476.8761904761906,18.0
african american history,22.583333333333336,42.333333333333336,2660.4166666666674,9.5
moving back home,22.533333333333335,0.0,63.0,16.0
date,22.5,9.5,123.50000000000001,6.0
mysterious disappearance,22.5,0.0,111.0,8.0
unemployment,22.476190476190478,0.0,122.33333333333334,11.5
jewish,22.43452380952381,0.0,248.99999999999997,3.0
chainsaw,22.202380952380956,44.33333333333333,4651.666666666669,2.6666666666666665
cultural difference,22.2,12.0,132.5,22.0
refugee,22.2,6.0,1244.0,5.0
xenophobia,22.166666666666668,15.5,1466.1666666666665,20.5
moscow,22.160714285714292,41.15,231.6809523809524,22.500000000000004
compassion,22.11111111111111,6.0,259.0,10.0
carefree,22.0,24.0,131.0,16.0
school party,22.0,15.0,98.66666666666666,14.166666666666666
middle school,22.0,19.0,147.58333333333331,18.0
nude swimming,22.0,52.0,2006.0,22.0
tragic hero,21.926190476190477,5068.690476190476,7189.669375069372,20.333333333333332
homeland,21.833333333333332,15.0,3355.333333333333,24.0
jukebox musical,21.73690476190476,33.96666666666667,335.8500000000001,34.13333333333333
consciousness,21.685714285714287,40.0,147.0,10.0
grandparent grandchild relationship,21.666666666666664,4.0,340.5,10.0
insecure,21.616666666666667,22.0,255.09999999999997,23.0
brother,21.566666666666666,5.0,533.8333333333334,0.0
cigarette,21.5,0.0,312.0,2.0
man vs machine,21.416666666666668,65.21666666666667,381.57574082264483,9.6
private investigator,21.366666666666667,3.0,242.66666666666666,1.0
library,21.333333333333336,13.0,2414.833333333334,12.0
maryland,21.333333333333332,10.5,83.16666666666666,18.0
based on webcomic or webtoon,21.333333333333332,4.0,560.2857142857142,19.5
epilepsy,21.333333333333332,9.0,123.0,12.0
hopeless,21.294444444444444,6.0,813.133333333333,15.5
father daughter estrangement,21.25,12.0,134.0,6.0
alien spaceship,21.25,24.5,144.5,29.0
job hunting,21.249999999999996,20.5,82.5,24.0
hot air balloon,21.233333333333334,0.0,151.0,3.0
assistant,21.177380952380954,12.0,395.83333333333326,17.166666666666668
spirituality,21.166666666666668,0.0,228.0,0.0
cheerleader,21.166666666666668,14.5,90.91666666666667,19.666666666666664
manager,21.166666666666664,0.0,81.0,6.0
cultural conflict,21.166666666666664,12.0,646.0,13.0
morgue,21.166666666666664,18.166666666666668,181.33333333333334,16.5
department store,21.126190476190477,2.5,392.7619047619048,13.0
social services,21.083333333333332,12.0,182.5,8.0
israel,21.066666666666663,2.0,117.16666666666667,5670.666666666667
hotel room,21.033333333333335,10.0,1116.3333333333333,16.0
first kiss,21.0,23.0,823.0,10.0
socialism,21.0,18.0,1101.0,3.0
mocking,21.0,38.0,293.5,18.0
political corruption,20.976190476190474,6.0,2364.1,7.5
ancient egypt,20.95,8.333333333333332,117.16666666666667,24.5
mermaid,20.866666666666664,15.5,1263.6666666666667,17.0
accountant,20.833333333333336,4.0,149.0,16.0
puritan,20.833333333333332,6.0,204.0,4.0
ex-wife,20.833333333333332,75.0,1313.5,1.0
plan,20.833333333333332,13.0,273.0,12.5
dollar,20.75,0.0,79.0,14.0
fictional government agency,20.50461066711067,149.31785714285715,393.6965514877277,20.43611111111111
pickup truck,20.5,2.0,74.0,2.0
drink,20.5,0.0,106.0,2.5
wound,20.34285714285714,11.5,253.5,10.0
sexual assault,20.333333333333336,0.0,354.6666666666667,3.0
hunter,20.333333333333332,12.833333333333332,453.8333333333333,11.0
alien race,20.333333333333332,35.0,183.0,17.0
confusion,20.29285714285714,24.400000000000002,388.3952186702188,21.249999999999996
reality vs fantasy,20.25,106.0,134.0,12.0
peru,20.23333333333333,18.0,227.16666666666669,9.0
escape from jail,20.200000000000003,8.0,80.0,16.0
activism,20.183333333333334,1.0,1311.0000000000002,2.0
troubled childhood,20.166666666666668,10.0,56.0,15.0
royal family,20.166666666666668,10.83333333333333,222.46932234432225,25.0
sexual desire,20.166666666666664,1.0,53.5,0.0
one man army,20.142857142857146,0.0,213.83333333333334,6.0
protection,20.05952380952381,2.0,948.5,14.0
school teacher,20.03333333333333,0.0,336.0,1.0
surprise-ending,20.0,9.0,141.5,13.0
musical comedy,19.952380952380953,0.0,167.83333333333334,2.533333333333333
sister,19.833333333333336,30.0,2192.166666666667,2.0
blow job,19.833333333333332,11.0,175.0,7.0
bewildered,19.783333333333335,42.8,4319.961066711065,5.333333333333332
baby,19.75,14.5,1382.0,10.0
disability,19.75,1.0,7253.666666666665,2.0
mature romance,19.75,18.0,142.0,21.0
venice,19.599999999999998,12.0,330.33333333333337,19.666666666666664
delhi,19.5,1.0,847.8333333333334,10.0
dead father,19.5,9.0,110.0,20.0
videotape,19.5,5.0,320.0,18.0
country club,19.5,4.0,51.5,19.0
longing,19.5,2.0,116.0,4.0
summer camp,19.5,0.0,97.0,6.0
treason,19.483333333333334,43.0,809.4999999999999,4.666666666666667
skyscraper,19.47142857142857,50.0,206.80357142857144,14.0
salesman,19.41666666666667,3.0,230.83333333333331,14.333333333333334
loss,19.392857142857142,44.5,1562.4999999999998,5.0
doppelgänger,19.366666666666667,48.0,968.4333333333333,23.0
lying,19.333333333333332,20.0,747.0,17.5
landowner,19.333333333333332,0.0,350.0,4.0
male homosexuality,19.333333333333332,1.6666666666666667,2108.421428571428,3.0
piano,19.28333333333333,20.0,466.49999999999994,15.0
agent,19.23452380952381,1.3333333333333333,111.41666666666667,3.3333333333333335
yakuza,19.2,0.0,651.1428571428573,6.0
heavy metal,19.166666666666668,3.0,150.33333333333331,10.0
junk food,19.166666666666668,0.0,29.5,0.0
brutal violence,19.166666666666668,11.0,194.5,4.0
race car driver,19.166666666666668,12.0,7863.126190476206,13.333333333333332
tv show in film,19.083333333333336,4.0,212.0,8.0
wealth inequality,19.083333333333336,6.0,157.41666666666666,5.0
convict,19.03333333333333,16.0,417.5,10.0
drug rehabilitation,19.0,3.0,51.0,8.0
child in peril,18.916666666666668,34.0,373.74603174603175,12.0
based on theme park ride,18.833333333333332,283.0,319.6666666666667,26.0
morality,18.833333333333332,8.0,203.0,8.0
writing,18.826190476190476,4.0,3043.0,2.0
religious fundamentalism,18.750000000000004,0.0,828.3333333333333,0.0
yorkshire,18.738095238095234,4.5,86.47619047619048,6.571428571428571
carnival,18.733333333333334,78.0,191.0,14.0
hunt,18.666666666666668,0.0,56.0,0.0
candle,18.666666666666668,12.0,363.5,0.0
gun violence,18.666666666666668,11.0,131.50000000000003,16.0
individual,18.666666666666668,8.0,534.0,5.0
grand canyon,18.666666666666664,2.0,99.0,12.5
shyness,18.55,42.5,3230.4166666666665,13.0
burning,18.53333333333333,21.0,180.0,17.0
high fantasy,18.451165501165498,6.842657342657343,2083.2267989148795,4.9178321678321675
bosnian war (1992-95),18.449999999999996,2.0,35.0,7.0
stewardess,18.416666666666664,8.0,202.0,12.0
stepmother,18.333333333333332,1.0,103.5,2.0
uncle niece relationship,18.333333333333332,16.0,154.0,18.0
cemetery,18.333333333333332,6.0,643.0,20.5
surgeon,18.333333333333332,73.0,749.5,9.0
series of murders,18.316666666666666,20.666666666666668,274.29166666666674,20.0
birthday,18.25,26.0,565.5,3.0
social commentary,18.25,1.0,576.75,0.0
illumination,18.241666666666667,76.83333333333331,698.5333333333335,28.866666666666667
phone call,18.233333333333334,6.0,2589.286507936509,2.583333333333333
north carolina,18.166666666666664,2.0,950.15,8.0
crying,18.166666666666664,26.0,535.8333333333335,8.0
one day,18.0,3.0,61.0,8.0
mariachi,18.0,0.0,111.0,7.0
code,17.99166666666667,51.0,606.8333333333333,18.5
hippie,17.916666666666668,6.0,481.5,4.0
warlord,17.900000000000002,12.0,686.8333333333333,12.0
death of grandmother,17.866666666666667,0.0,63.0,16.0
substance abuse,17.833333333333332,8.0,53.5,15.0
verbal abuse,17.833333333333332,0.0,618.35,14.0
future war,17.833333333333332,0.0,237.0,5.0
coffee shop,17.785714285714285,30.0,606.9,13.5
surfer,17.75,8.0,36.16666666666667,13.5
arcade,17.7,0.0,80.0,0.0
hysteria,17.666666666666668,0.6666666666666666,81.50000000000001,0.6666666666666666
british man,17.666666666666664,4.0,44.0,2.0
religion and supernatural,17.625,15.666666666666666,350.3333333333333,15.0
violence against women,17.583333333333332,12.0,204.33333333333334,6.0
idaho,17.566666666666666,0.0,138.0,0.0
distrust,17.53333333333333,35.0,317.0,0.0
mobster,17.53333333333333,21.16666666666667,819.890476190476,9.333333333333334
formiga,17.52777777777778,43.0,58.603571428571435,21.375
trailer park,17.5,107.0,1497.5,20.0
business,17.5,7.0,3701.0,0.0
bahamas,17.5,2.0,130.91666666666669,12.0
emotional abuse,17.5,25.0,757.0,10.0
garage,17.5,1.0,175.5,4.0
20th century,17.5,6.0,2995.2499999999995,14.0
world cup,17.458333333333336,5.0,2833.0,11.0
meteorite,17.4,14.8,124.44999999999999,6.0
neurotic,17.366666666666667,9.0,43.0,15.0
personal relationships,17.333333333333332,0.0,148.0,0.0
trap,17.333333333333332,5.0,59.5,21.0
jet fighter pilot,17.3,4.0,31.0,17.0
cowardliness,17.28333333333333,2.5,161.0,0.0
ambulance,17.25952380952381,1.0,166.5,2.0
bar,17.25,1.0,903.25,0.0
connecticut,17.166666666666668,4.5,431.5,5.0
girls' boarding school,17.11111111111111,0.0,991.0,2.0
tragic love,17.0968253968254,0.0,254.41666666666666,0.75
hiding,17.083333333333332,12.0,567.0,9.0
abortion,17.083333333333332,9.5,2228.0,3.0
arrest,17.083333333333332,23.833333333333332,170.83333333333326,4.5
